Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Kevin Kregel,United States,Male,"STS-70 (1995), STS-78 (1996), STS-87 (1997), STS-99 (2000)",4,052:18:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Kjell N. Lindgren,United States,Male,Soyuz TMA-17M (2015),1,141:16:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Active,"Taipei, Taiwan",Biology,Medicine; Cardiovascular Physiology; Health Informatics; Public Health,,,1,3400,2,15,ISS-44/45 (Soyuz),,,Biology / Life Sciences,0.052322163,3780028.675,2186,US Air Force Academy, University of Colorado,Taipei,Biological Sciences,1,23,#VALUE!,#VALUE!
Lawrence J. DeLucas,United States,Male,STS-50 (1992),1,013:19:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Lee Archambault,United States,Male,"STS-117 (2007), STS-119 (2009)",2,026:15:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Lee Morin,United States,Male,STS-110 (2002),1,010:19:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Leonid Kadeniuk,Ukraine,Male,STS-87 (1997),1,015:16:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Linda Godwin,United States,Female,"STS-37 (1991), STS-59 (1994), STS-76 (1996), STS-108 (2001)",4,038:06:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Lisa Nowak,United States,Female,STS-121 (2006),1,012:18:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Liu Boming,China,Male,Shenzhou 7 (2008),1,002:20:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Liu Wang,China,Male,Shenzhou 9 (2012),1,012:15:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Liu Yang,China,Female,Shenzhou 9 (2012),1,012:15:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Lloyd Hammond,United States,Male,"STS-39 (1991), STS-64 (1994)",2,019:06:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Lodewijk van den Berg,United States,Male,STS-51-B (1985),1,007:00:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Sluiskil, Netherlands",Chemical Engineering,Applied Science,,,1,168,0,0,STS 51-B (Challenger),,,Chemical Engineering,0.052322163,3780028.675,2186,Delft University of Technology, University of Delaware,Sluiskil,Other,3,24,#VALUE!,#VALUE!
Loren Acton,United States,Male,STS-51-F (1985),1,007:22:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Loren Shriver,United States,Male,"STS-51-C (1985), STS-31 (1990), STS-46 (1992)",3,016:02:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Léopold Eyharts,France,Male,"Soyuz TM-27 (1998), STS-122 (2008)",2,068:21:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Mae Jemison,United States,Female,STS-47 (1992),1,007:22:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Marc Garneau,Canada,Male,"STS-41-G (1984), STS-77 (1996), STS-97 (2000)",3,029:02:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Marcos Pontes,Brazil,Male,Soyuz TMA-8 (2006),1,009:21:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Mark Brown,United States,Male,"STS-28 (1989), STS-48 (1991)",2,010:09:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Mark Kelly,United States,Male,"STS-108 (2001), STS-121 (2006), STS-124 (2008), STS-134 (2011)",4,054:02:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Mark Polansky,United States,Male,"STS-98 (2001), STS-116 (2006), STS-127 (2009)",3,041:10:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Mark Shuttleworth,South Africa,Male,Soyuz TM-34 (2002),1,009:21:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Marsha Ivins,United States,Female,"STS-32 (1990), STS-46 (1992), STS-62 (1994), STS-81 (1997), STS-98 (2001)",5,055:21:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Martin J. Fettman,United States,Male,STS-58 (1993),1,014:00:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Brooklyn, NY",Animal Nutrition,Physiology,,,1,336,0,0,STS-58 (Columbia),,,Agricultural / Animal Science / Nutrition,0.052322163,3780028.675,2186,Cornell University, Colorado State University,Brooklyn,Biological Sciences,12,31,#VALUE!,#VALUE!
Mary Ellen Weber,United States,Female,"STS-70 (1995), STS-101 (2000)",2,018:18:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Baker,United States,Male,"STS-43 (1991), STS-52 (1992), STS-68 (1994), STS-81 (1997)",4,040:03:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Coats,United States,Male,"STS-41-D (1984), STS-29 (1989), STS-39 (1991)",3,019:07:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Fincke,United States,Male,"Soyuz TMA-4 (2004), Soyuz TMA-13 (2008), STS-134 (2011)",3,381:15:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Foale,United Kingdom,Male,"STS-45 (1992), STS-56 (1993), STS-63 (1995), STS-84 (1997), STS-103 (1999), Soyuz TMA-3 (2003)",6,374:17:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Foreman,United States,Male,"STS-123 (2008), STS-129 (2009)",2,026:13:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Fossum,United States,Male,"STS-121 (2006), STS-124 (2008), Soyuz TMA-02M (2011)",3,193:19:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Gernhardt,United States,Male,"STS-69 (1995), STS-83 (1997), STS-94 (1997), STS-104 (2001)",4,043:07:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael J. Smith,United States,Male,STS-51-L (1986),1,000:00:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deceased,"Beaufort, NC",Naval Sciences,Aeronautical Engineering,Captain,US Navy,1,0,0,0,STS 51-L (Challenger),1/28/1986,STS 51-L (Challenger),Naval / Marine / Ocean Engineering,0.052322163,3780028.675,2186,US Naval Academy, US Naval Postgraduate School,Beaufort,General Engineering,4,30,#VALUE!,#VALUE!
Michael Lopez-Alegria,United States,Male,"STS-73 (1995), STS-92 (2000), STS-113 (2002), Soyuz TMA-9 (2006)",4,258:22:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Massimino,United States,Male,"STS-109 (2002), STS-125 (2009)",2,023:19:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael Melvill,United States,Male,"SpaceShipOne flight 15P (2004), SpaceShipOne flight 16P (2004)",2,000:00:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Michael S. Hopkins,United States,Male,"Soyuz TMA-10M (2013), SpaceX Crew-1 (2020)",2,333:12:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Active,"Lebanon, MO",Aerospace Engineering,Aerospace Engineering,Colonel,US Air Force,1,3990,2,13,ISS-37/38 (Soyuz),,,Aerospace Engineering,0.052322163,3780028.675,2186,University of Illinois, Stanford University,Lebanon,Aerospace / Astronautics / Aviation,12,28,#VALUE!,#VALUE!
Millie Hughes-Fulford,United States,Female,STS-40 (1991),1,009:02:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Mineral Wells, TX",Chemistry & Biology,,,,1,218,0,0,STS-40 (Columbia),,,Chemistry,0.052322163,3780028.675,2186,Tarleton State University, Texas Woman’s University,Mineral Wells,Unknown / NA,12,21,#VALUE!,#VALUE!
Miroslaw Hermaszewski,Poland,Male,Soyuz 30 (1978),1,007:22:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Muhammed Faris,Syria,Male,Soyuz TM-3 (1987),1,007:23:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Neil Armstrong,United States,Male,"Gemini 8 (1966), Apollo 11 (1969)",2,008:14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Nicholas Patrick,United States,Male,"STS-116 (2006), STS-130 (2010)",2,026:14:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Nick Hague,United States,Male,Soyuz MS-12 (2019),1,202:15:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Nicole Marie Passonno Stott,United States,Female,"STS-128 (2009), STS-133 (2011)",2,026:15:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Nikolay Rukavishnikov,Soviet Union,Male,"Soyuz 10 (1971), Soyuz 16 (1974), Soyuz 33 (1979)",3,009:21:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Niè Hǎishèng,China,Male,"Shenzhou 6 (2005), Shenzhou 10 (2013)",2,019:10:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Norman Thagard,United States,Male,"STS-7 (1983), STS-51-B (1985), STS-30 (1989), STS-42 (1992), Soyuz TM-21 (1995)",5,140:13:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Oleg Kononenko,Russia,Male,"Soyuz TMA-12 (2008), Soyuz TMA-03M (2011), Soyuz TMA-17M (2015), Soyuz MS-11 (2018)",4,736:18:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Oleg Novitskiy,Russia,Male,"Soyuz TMA-06M (2012), Soyuz MS-03 (2016), Soyuz MS-18 (2021)",3,1965:18:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Owen Garriott,United States,Male,"Skylab 3 (1973), STS-9 (1983)",2,069:17:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Pamela Melroy,United States,Female,"STS-92 (2000), STS-112 (2002), STS-120 (2007)",3,038:20:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Patrick Forrester,United States,Male,"STS-105 (2001), STS-117 (2007), STS-128 (2009)",3,039:14:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Paul Lockhart,United States,Male,"STS-111 (2002), STS-113 (2002)",2,028:15:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Paul Scully-Power,United States,Male,STS-41-G (1984),1,008:05:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Paul Weitz,United States,Male,"Skylab 2 (1973), STS-6 (1983)",2,033:01:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Peggy Whitson,United States,Female,"STS-111 (2002), Soyuz TMA-11 (2007), Soyuz MS-03 (2016)",3,665:22:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Peter Wisoff,United States,Male,"STS-57 (1993), STS-68 (1994), STS-81 (1997), STS-92 (2000)",4,044:08:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Petr Klimuk,Soviet Union,Male,"Soyuz 13 (1973), Soyuz 18 (1975), Soyuz 30 (1978)",3,078:18:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Phạm Tuân,Vietnam,Male,Soyuz 37 (1980),1,007:20:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Pierre Thuot,United States,Male,"STS-36 (1990), STS-49 (1992), STS-62 (1994)",3,027:08:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Piers Sellers,United States,Male,"STS-112 (2002), STS-121 (2006), STS-132 (2010)",3,035:09:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Pyotr Dubrov,Russia,Male,Soyuz MS-18 (2021),1,1625:08:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Randolph Bresnik,United States,Male,"STS-129 (2009), Soyuz MS-05 (2017)",2,149:12:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Reinhard Furrer,Germany,Male,STS-61-A (1985),1,007:00:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Rex Walheim,United States,Male,"STS-110 (2002), STS-122 (2008), STS-135 (2011)",3,036:08:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Rhea Seddon,United States,Female,"STS-51-D (1985), STS-40 (1991), STS-58 (1993)",3,030:02:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Garriott,United States,Male,Soyuz TMA-13 (2008),1,011:20:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Gordon,United States,Male,"Gemini 11 (1966), Apollo 12 (1969)",2,013:03:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
